cluster_0_name	cluster_1_name	cluster_2_name	cluster_3_name	cluster_4_name	cluster_5_name	cluster_6_name	cluster_7_name
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SPRING MOUNTAINS NATIONAL RECREATION AREA	Definitions	Purposes			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SPRING MOUNTAINS NATIONAL RECREATION AREA	Definitions				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	No buffer zones			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Water			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Coordinated management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Cooperative agreements			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Withdrawal; exchange of lands			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Acquisitions			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Management plan			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions	Establishment			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	RED ROCK CANYON NATIONAL CONSERVATION AREA	Definitions				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	State and local jurisdiction and assistance			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Streamside protection zones			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Management planning			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Minerals			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Fish and game			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Acquisition and disposal of lands and other property			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Administration			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Establishment			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Savings provision			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings	Definitions			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SMITH RIVER NATIONAL RECREATION AREA	Findings				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Grand Island Advisory Commission			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Management plan			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Minerals			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Fish and game			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Acquisition			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Administration			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment	Boundaries			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GRAND ISLAND NATIONAL RECREATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Tri-Rivers Management	Tri-Rivers Management Board			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	Authorization of appropriations		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	State and local assistance and jurisdiction		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	Administration		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	Federal lands and developments		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	Mississippi River Coordinating Commission		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes	Establishment		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MISSISSIPPI NATIONAL RIVER AND RECREATION AREA	Mississippi National River and Recreation Area	Findings and purposes			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	CITY OF ROCKS NATIONAL RESERVE	Establishment	Plan and management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	CITY OF ROCKS NATIONAL RESERVE	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment	Advisory Committee			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment	Special conditions			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment	Miscellaneous			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment	Administration			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	GAULEY RIVER NATIONAL RECREATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Beech Creek National Scenic Area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Indian Nations National Scenic and Wildlife Area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Botanical areas			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Winding Stair Mountain National Recreation Area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Adjacent management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Wilderness review			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Administration			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Maps and descriptions			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Acreages			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Land acquisition			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Permits			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Fishing and wildlife			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Grazing			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Fire, insect, and disease			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Planning			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Advisory committee			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Timber management report			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Nomenclature			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes	Additions to National Wilderness Preservation System			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	WINDING STAIR MOUNTAIN NATIONAL RECREATION AND WILDERNESS AREA	Findings and purposes				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Water rights			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Cooperative agreements with Federal, State and local public departments and agencies			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Access			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Exchanges and acquisitions generally; withdrawal			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Acoma Pueblo exchanges			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Mineral exchanges			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	State exchanges of lands and interests			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Acquisition of lands and interests			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	General Provisions	Management plans			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Wilderness	Management; provisions applicable			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Wilderness	Designation; description of area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Conservation Area	Management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Conservation Area	Establishment; description of area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Masau Trail	Markers			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Masau Trail	Information and interpretation			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Masau Trail	Areas included			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	Masau Trail	Designation			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Monument	Establishment; description of area	Grazing permits		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Monument	Establishment; description of area	Management		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Monument	Establishment; description of area	Transfer of administrative control of lands and waters		
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	EL MALPAIS NATIONAL MONUMENT AND CONSERVATION AREA	El Malpais National Monument	Establishment; description of area			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	CROSS FLORIDA NATIONAL CONSERVATION AREA	Cross Florida Barge Canal				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Authorization of appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Report to Congress			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Land acquisition			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Advisory Committee			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Management plan			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment	Management			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	SAN PEDRO RIPARIAN NATIONAL CONSERVATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Definitions			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Appropriations			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Enforcement			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Klamath River Basin Fisheries Task Force			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Klamath Fishery Management Council			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings	Establishment			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	KLAMATH RIVER CONSERVATION AREA	Findings				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	PINE RIDGE NATIONAL RECREATION AREA	Establishment	Administration			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	PINE RIDGE NATIONAL RECREATION AREA	Establishment	Map and description			
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	PINE RIDGE NATIONAL RECREATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	ALLEGHENY NATIONAL RECREATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	MOUNT BAKER RECREATION AREA	Establishment				
CONSERVATION	NATIONAL PARKS, MILITARY PARKS, MONUMENTS, AND SEASHORES	OREGON CASCADES RECREATION AREA	Establishment				
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	International transitional provisions					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Transitional provisions					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Relation to other laws					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Civil actions					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Enforcement of exclusive rights					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Mask work notice					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Registration of claims of protection					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Limitation on exclusive rights: innocent infringement					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Limitation on exclusive rights: reverse engineering; first sale					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Exclusive rights in mask works					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Duration of protection					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Ownership, transfer, licensing, and recordation					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Subject matter of protection					
COPYRIGHTS	PROTECTION OF SEMICONDUCTOR CHIP PRODUCTS	Definitions					
COPYRIGHTS	PROCEEDINGS BY COPYRIGHT ROYALTY JUDGES	General rule for voluntarily negotiated agreements					
COPYRIGHTS	PROCEEDINGS BY COPYRIGHT ROYALTY JUDGES	Institution of proceedings					
COPYRIGHTS	PROCEEDINGS BY COPYRIGHT ROYALTY JUDGES	Proceedings of Copyright Royalty Judges					
COPYRIGHTS	PROCEEDINGS BY COPYRIGHT ROYALTY JUDGES	Copyright Royalty Judgeships; staff					
COPYRIGHTS	PROCEEDINGS BY COPYRIGHT ROYALTY JUDGES	Copyright Royalty Judges; appointment and functions					
COPYRIGHTS	COPYRIGHT OFFICE	Emergency relief authority					
COPYRIGHTS	COPYRIGHT OFFICE	Delay in delivery caused by disruption of postal or other services					
COPYRIGHTS	COPYRIGHT OFFICE	Copyright Office fees					
COPYRIGHTS	COPYRIGHT OFFICE	Copyright Office forms and publications					
COPYRIGHTS	COPYRIGHT OFFICE	Copies of Copyright Office records					
COPYRIGHTS	COPYRIGHT OFFICE	Copyright Office records: Preparation, maintenance, public inspection, and searching					
COPYRIGHTS	COPYRIGHT OFFICE	Retention and disposition of articles deposited in Copyright Office					
COPYRIGHTS	COPYRIGHT OFFICE	Effective date of actions in Copyright Office					
COPYRIGHTS	COPYRIGHT OFFICE	Copyright Office regulations					
COPYRIGHTS	COPYRIGHT OFFICE	The Copyright Office: General responsibilities and organization					
COPYRIGHTS	IMPORTATION AND EXPORTATION	Importation prohibitions: Enforcement and disposition of excluded articles					
COPYRIGHTS	IMPORTATION AND EXPORTATION	Infringing importation or exportation of copies or phonorecords					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Determination of reasonable license fees for individual proprietors					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Limitations on liability relating to material online					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Liability of States, instrumentalities of States, and State officials for infringement of copyright					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Remedies for alteration of programming by cable systems					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Notification of filing and determination of actions					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Limitations on actions					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Criminal offenses					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Remedies for infringement: Costs and attorney's fees					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Remedies for infringement: Damages and profits					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Remedies for infringement: Impounding and disposition of infringing articles					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Remedies for infringement: Injunctions					
COPYRIGHTS	COPYRIGHT INFRINGEMENT AND REMEDIES	Infringement of copyright					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Registration as prerequisite to certain remedies for infringement					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Registration and civil infringement actions					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Registration of claim and issuance of certificate					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Application for copyright registration					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Copyright registration in general					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Deposit of copies or phonorecords for Library of Congress					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Error in name or date on certain copies and phonorecords					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Omission of notice on certain copies and phonorecords					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Contributions to collective works					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Publications incorporating United States Government works					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Phonorecords of sound recordings					
COPYRIGHTS	COPYRIGHT NOTICE, DEPOSIT, AND REGISTRATION	Notice of copyright: Visually perceptible copies					
COPYRIGHTS	DURATION OF COPYRIGHT	Duration of copyright: Terminal date					
COPYRIGHTS	DURATION OF COPYRIGHT	Duration of copyright: Subsisting copyrights					
COPYRIGHTS	DURATION OF COPYRIGHT	Duration of copyright: Works created but not published or copyrighted before January 1, 1978					
COPYRIGHTS	DURATION OF COPYRIGHT	Duration of copyright: Works created on or after January 1, 1978					
COPYRIGHTS	DURATION OF COPYRIGHT	Preemption with respect to other laws					
COPYRIGHTS	COPYRIGHT OWNERSHIP AND TRANSFER	Recordation of transfers and other documents					
COPYRIGHTS	COPYRIGHT OWNERSHIP AND TRANSFER	Execution of transfers of copyright ownership					
COPYRIGHTS	COPYRIGHT OWNERSHIP AND TRANSFER	Termination of transfers and licenses granted by the author					
COPYRIGHTS	COPYRIGHT OWNERSHIP AND TRANSFER	Ownership of copyright as distinct from ownership of material object					
COPYRIGHTS	COPYRIGHT OWNERSHIP AND TRANSFER	Ownership of copyright					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Funding					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Implementation by Copyright Office					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Relationship to other district court actions					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Review and confirmation by district court					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Effect of proceeding					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Conduct of proceedings					
COPYRIGHTS	COPYRIGHT SMALL CLAIMS	Registration requirement					
